#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ACTR2	MSN	1856793	1853976	9606.ENSP00000367220	9606.ENSP00000353408	0	0	0	0	0.057	0	0	0.241	0.253
PGAM1	GLRX	1855378	1843473	9606.ENSP00000359991	9606.ENSP00000237858	0.167	0	0	0	0.105	0	0	0.079	0.253
PABPC1	ATP5B	1849591	1845043	9606.ENSP00000313007	9606.ENSP00000262030	0	0	0	0	0.234	0	0	0.065	0.253
CSTA	CTSC	1845556	1843108	9606.ENSP00000264474	9606.ENSP00000227266	0	0	0	0	0.049	0.139	0	0.160	0.252
DUSP6	VMP1	1846636	1845106	9606.ENSP00000279488	9606.ENSP00000262291	0	0	0	0	0.055	0	0	0.241	0.252
YWHAQ	RBX1	1843478	1842568	9606.ENSP00000238081	9606.ENSP00000216225	0	0	0	0	0.111	0.193	0	0	0.252
SAMHD1	CTSC	1845231	1843108	9606.ENSP00000262878	9606.ENSP00000227266	0	0	0	0	0.047	0	0	0.248	0.252
RAP1B	GAPDH	1844015	1843185	9606.ENSP00000250559	9606.ENSP00000229239	0	0	0	0	0.055	0	0	0.241	0.252
EIF5A	YWHAB	1851909	1848151	9606.ENSP00000336702	9606.ENSP00000300161	0	0	0	0	0.098	0	0	0.205	0.252
ATP6V0B	COX5B	1861883	1844605	9606.ENSP00000431605	9606.ENSP00000258424	0	0	0	0	0.232	0	0	0.064	0.251
NCF2	FYN	1854612	1853081	9606.ENSP00000356505	9606.ENSP00000346671	0	0	0	0	0.116	0.071	0	0.161	0.251
TPM3	RAC1	1854817	1853302	9606.ENSP00000357516	9606.ENSP00000348461	0	0	0	0	0.055	0.145	0	0.148	0.251
PPP1CA	CAPZB	1850792	1845501	9606.ENSP00000326031	9606.ENSP00000264202	0	0	0	0	0.251	0	0	0	0.251
PLBD1	CLEC4A	1843571	1843201	9606.ENSP00000240617	9606.ENSP00000229332	0	0	0	0	0.251	0	0	0	0.251
S100A6	EMP3	1854857	1846137	9606.ENSP00000357708	9606.ENSP00000270221	0	0	0	0	0.171	0	0	0.134	0.251
EIF5A	PCBP1	1851909	1848744	9606.ENSP00000336702	9606.ENSP00000305556	0	0	0	0	0.088	0	0	0.212	0.251
EIF3L	CIRBP	1861248	1850491	9606.ENSP00000416892	9606.ENSP00000322887	0	0	0	0	0.168	0	0	0.136	0.251
B2M	CTSB	1862817	1852546	9606.ENSP00000452780	9606.ENSP00000342070	0	0	0	0	0.097	0	0	0.205	0.251
VAMP2	GAPDH	1849692	1843185	9606.ENSP00000314214	9606.ENSP00000229239	0	0	0	0	0.043	0.072	0	0.224	0.251
H2AFY	SET	1861595	1855735	9606.ENSP00000423563	9606.ENSP00000361777	0	0	0	0	0.122	0.094	0	0.135	0.251
GNB2L1	PDIA3	1861691	1848170	9606.ENSP00000426909	9606.ENSP00000300289	0	0	0	0	0.154	0.094	0	0.102	0.251
GPX4	AP2S1	1853015	1845323	9606.ENSP00000346103	9606.ENSP00000263270	0	0	0	0	0.251	0	0	0	0.251
B2M	NPM1	1862817	1847808	9606.ENSP00000452780	9606.ENSP00000296930	0	0	0	0	0	0	0	0.250	0.250
TRAF3IP3	CD53	1854498	1846188	9606.ENSP00000355991	9606.ENSP00000271324	0	0	0	0	0.238	0	0	0.056	0.250
LDHA	UBC	1862289	1852861	9606.ENSP00000445175	9606.ENSP00000344818	0	0	0	0	0.064	0.095	0	0.185	0.250
GAPDH	MGST1	1843185	1842163	9606.ENSP00000229239	9606.ENSP00000010404	0	0	0	0	0.058	0	0	0.237	0.250
LYST	CYBB	1857858	1856898	9606.ENSP00000374443	9606.ENSP00000367851	0	0	0	0	0.168	0	0	0.135	0.250
TYMP	TPI1	1844096	1843191	9606.ENSP00000252029	9606.ENSP00000229270	0.063	0	0	0	0	0	0	0.232	0.250
EEF2	CTSD	1849021	1843439	9606.ENSP00000307940	9606.ENSP00000236671	0	0	0	0	0.090	0	0	0.210	0.250
MCL1	SAMHD1	1854935	1845231	9606.ENSP00000358022	9606.ENSP00000262878	0	0	0	0	0.054	0	0	0.240	0.250
S100A6	ANXA6	1854857	1853064	9606.ENSP00000357708	9606.ENSP00000346550	0	0	0	0	0.061	0	0	0.235	0.250
AAK1	N4BP2L2	1859169	1858722	9606.ENSP00000386456	9606.ENSP00000382328	0	0	0	0	0.231	0	0	0.065	0.250
CPPED1	CTSS	1857430	1854929	9606.ENSP00000371193	9606.ENSP00000357981	0	0	0	0	0.220	0	0	0.076	0.249
ENO1	CTSC	1843405	1843108	9606.ENSP00000234590	9606.ENSP00000227266	0	0	0	0	0.056	0	0	0.237	0.249
LCP1	PDIA3	1849816	1848170	9606.ENSP00000315757	9606.ENSP00000300289	0	0	0	0	0.055	0.133	0	0.157	0.249
PLAUR	TYMP	1852201	1844096	9606.ENSP00000339328	9606.ENSP00000252029	0	0	0	0	0.115	0	0	0.186	0.249
SRSF5	GAPDH	1858188	1843185	9606.ENSP00000377892	9606.ENSP00000229239	0	0	0	0	0.065	0.072	0	0.204	0.249
YWHAZ	ANXA5	1849183	1847746	9606.ENSP00000309503	9606.ENSP00000296511	0	0	0	0	0.053	0.075	0	0.212	0.249
LYST	YWHAB	1857858	1848151	9606.ENSP00000374443	9606.ENSP00000300161	0	0	0	0	0.075	0.221	0	0.041	0.249
PGAM1	PGLS	1855378	1844144	9606.ENSP00000359991	9606.ENSP00000252603	0.052	0	0	0	0.061	0	0	0.223	0.248
FYN	PDIA3	1853081	1848170	9606.ENSP00000346671	9606.ENSP00000300289	0.063	0	0	0	0.054	0.137	0	0.133	0.248
ITGB2	GRN	1848511	1842222	9606.ENSP00000303242	9606.ENSP00000053867	0	0	0	0	0.125	0	0	0.176	0.248
NPM1	VMP1	1847808	1845106	9606.ENSP00000296930	9606.ENSP00000262291	0	0	0	0	0	0	0	0.249	0.248
VAMP8	CTSD	1845428	1843439	9606.ENSP00000263864	9606.ENSP00000236671	0	0	0	0	0.060	0.054	0	0.222	0.248
FKBP1A	FYN	1857423	1853081	9606.ENSP00000371138	9606.ENSP00000346671	0	0	0	0	0	0.101	0	0.198	0.248
S100A6	TSPO	1854857	1851096	9606.ENSP00000357708	9606.ENSP00000328973	0	0	0	0	0.196	0	0	0.102	0.248
SDCBP	NAMPT	1844759	1842925	9606.ENSP00000260130	9606.ENSP00000222553	0	0	0	0	0.249	0	0	0	0.248
ENY2	UQCRB	1861814	1847046	9606.ENSP00000429986	9606.ENSP00000287022	0	0	0	0	0.247	0	0	0	0.247
CTSS	UBC	1854929	1852861	9606.ENSP00000357981	9606.ENSP00000344818	0	0	0	0	0.052	0.082	0	0.204	0.247
HSP90B1	NPM1	1848102	1847808	9606.ENSP00000299767	9606.ENSP00000296930	0	0	0	0	0.134	0	0	0.166	0.247
UQCRH	NPM1	1849197	1847808	9606.ENSP00000309565	9606.ENSP00000296930	0	0	0	0	0.165	0.135	0	0	0.247
LCK	JUND	1852042	1844164	9606.ENSP00000337825	9606.ENSP00000252818	0	0	0	0	0.048	0.109	0	0.184	0.247
UBA52	ATP5B	1859324	1845043	9606.ENSP00000388107	9606.ENSP00000262030	0	0	0	0	0.181	0.070	0	0.090	0.247
AP2S1	PFN1	1845323	1843040	9606.ENSP00000263270	9606.ENSP00000225655	0	0	0	0	0.247	0	0	0	0.247
FLNA	VASP	1855120	1843785	9606.ENSP00000358866	9606.ENSP00000245932	0	0	0	0	0.055	0.100	0	0.186	0.247
MYL6	ALDOA	1862334	1851945	9606.ENSP00000446714	9606.ENSP00000336927	0	0	0	0	0.074	0.061	0	0.204	0.247
MYO1F	HMHA1	1852870	1849901	9606.ENSP00000344871	9606.ENSP00000316772	0	0	0	0	0.208	0	0	0.088	0.247
PDIA3	YWHAB	1848170	1848151	9606.ENSP00000300289	9606.ENSP00000300161	0	0	0	0	0.072	0.102	0	0.169	0.247
CD53	FGL2	1846188	1843920	9606.ENSP00000271324	9606.ENSP00000248598	0	0	0	0	0.158	0	0	0.140	0.246
MYO1F	SLC7A7	1852870	1846977	9606.ENSP00000344871	9606.ENSP00000285850	0	0	0	0	0.228	0	0	0.064	0.246
RAP1B	PFN1	1844015	1843040	9606.ENSP00000250559	9606.ENSP00000225655	0	0	0	0	0.054	0.170	0	0.118	0.246
TYROBP	ICAM3	1845185	1842275	9606.ENSP00000262629	9606.ENSP00000160262	0	0	0	0	0.096	0	0	0.200	0.246
GCA	NCF2	1859832	1854612	9606.ENSP00000394842	9606.ENSP00000356505	0	0	0	0	0.247	0	0	0	0.246
HCK	PGK1	1856392	1855883	9606.ENSP00000365012	9606.ENSP00000362413	0	0	0	0	0.046	0.147	0	0.148	0.246
CYBA	PYCARD	1844952	1843869	9606.ENSP00000261623	9606.ENSP00000247470	0	0	0	0	0.235	0	0	0.054	0.246
PDIA3	CTSC	1848170	1843108	9606.ENSP00000300289	9606.ENSP00000227266	0	0	0	0	0.073	0.101	0	0.168	0.246
GLRX	TPI1	1843473	1843191	9606.ENSP00000237858	9606.ENSP00000229270	0	0	0	0	0.068	0	0	0.225	0.246
DYNLL1	RBX1	1843632	1842568	9606.ENSP00000242577	9606.ENSP00000216225	0	0	0	0	0.246	0	0	0	0.246
ACTR2	PDIA3	1856793	1848170	9606.ENSP00000367220	9606.ENSP00000300289	0	0	0	0	0.086	0.094	0	0.163	0.246
LDHB	EIF3E	1843197	1842805	9606.ENSP00000229319	9606.ENSP00000220849	0	0	0	0	0.245	0	0	0	0.246
MSN	RAC1	1853976	1853302	9606.ENSP00000353408	9606.ENSP00000348461	0	0	0	0	0.055	0.098	0	0.186	0.246
HSP90AA1	ATG3	1851814	1846848	9606.ENSP00000335153	9606.ENSP00000283290	0	0	0	0	0.054	0	0	0.236	0.246
CTSS	C5AR1	1854929	1853142	9606.ENSP00000357981	9606.ENSP00000347197	0	0	0	0	0.155	0	0	0.143	0.245
FLNA	ALDOA	1855120	1851945	9606.ENSP00000358866	9606.ENSP00000336927	0	0	0	0	0.063	0.065	0	0.207	0.245
HNRNPA3	ZEB2	1858016	1848412	9606.ENSP00000376309	9606.ENSP00000302501	0	0	0	0	0	0	0	0.246	0.245
GPX4	ANXA5	1853015	1847746	9606.ENSP00000346103	9606.ENSP00000296511	0	0	0	0	0.053	0.094	0	0.191	0.245
POMP	ATP5E	1857291	1843692	9606.ENSP00000370222	9606.ENSP00000243997	0	0	0	0	0.245	0	0	0	0.245
GSTP1	HLA-C	1858630	1856460	9606.ENSP00000381607	9606.ENSP00000365402	0	0	0	0	0	0	0	0.246	0.245
TYROBP	PTPRE	1845185	1844313	9606.ENSP00000262629	9606.ENSP00000254667	0	0	0	0	0.245	0	0	0	0.245
MYL6	LGALS3	1862334	1844285	9606.ENSP00000446714	9606.ENSP00000254301	0	0	0	0	0.053	0.190	0	0.093	0.244
MSN	ARHGEF1	1853976	1851978	9606.ENSP00000353408	9606.ENSP00000337261	0	0	0	0	0.054	0	0	0.233	0.244
NBEAL1	LYST	1860187	1857858	9606.ENSP00000399903	9606.ENSP00000374443	0	0	0	0.622	0.243	0	0	0	0.244
LEPROTL1	AAK1	1861736	1859169	9606.ENSP00000428281	9606.ENSP00000386456	0	0	0	0	0.241	0	0	0.045	0.244
LYST	CSTB	1857858	1847296	9606.ENSP00000374443	9606.ENSP00000291568	0	0	0	0	0	0	0	0.245	0.244
YWHAZ	MYL12B	1849183	1843461	9606.ENSP00000309503	9606.ENSP00000237500	0	0	0	0	0.104	0.068	0	0.167	0.244
PABPC1	TPI1	1849591	1843191	9606.ENSP00000313007	9606.ENSP00000229270	0	0	0	0	0.053	0	0	0.235	0.244
HSP90B1	CTSZ	1848102	1842640	9606.ENSP00000299767	9606.ENSP00000217131	0	0	0	0	0.054	0.068	0	0.211	0.244
CASP1	GCA	1860827	1859832	9606.ENSP00000410076	9606.ENSP00000394842	0	0	0	0	0.215	0.073	0	0.045	0.244
SLC7A7	CTSH	1846977	1842779	9606.ENSP00000285850	9606.ENSP00000220166	0	0	0	0	0.166	0.066	0	0.108	0.244
TNFSF13B	CLEC4A	1856399	1843201	9606.ENSP00000365048	9606.ENSP00000229332	0	0	0	0	0.244	0	0	0.042	0.244
POLR2L	COX8A	1850615	1850328	9606.ENSP00000324124	9606.ENSP00000321260	0	0	0	0	0.244	0	0	0	0.244
FGR	NPM1	1856028	1847808	9606.ENSP00000363115	9606.ENSP00000296930	0	0	0	0	0	0.145	0	0.151	0.243
TNFRSF1B	NAMPT	1856466	1842925	9606.ENSP00000365435	9606.ENSP00000222553	0	0	0	0	0.052	0	0	0.235	0.243
ITGB2	TYMP	1848511	1844096	9606.ENSP00000303242	9606.ENSP00000252029	0	0	0	0	0.244	0	0	0.041	0.243
RAC1	DUSP6	1853302	1846636	9606.ENSP00000348461	9606.ENSP00000279488	0	0	0	0	0.043	0.164	0	0.130	0.243
TRAF3IP3	LCK	1854498	1852042	9606.ENSP00000355991	9606.ENSP00000337825	0	0	0	0	0.243	0	0	0	0.243
AHNAK	PPP1CA	1856799	1850792	9606.ENSP00000367263	9606.ENSP00000326031	0	0	0	0	0	0	0	0.244	0.243
CTSS	CFP	1854929	1843854	9606.ENSP00000357981	9606.ENSP00000247153	0	0	0	0	0.143	0	0	0.152	0.243
GAPDH	CTSZ	1843185	1842640	9606.ENSP00000229239	9606.ENSP00000217131	0	0	0	0	0.055	0	0	0.232	0.243
FLNA	HSP90AA1	1855120	1851814	9606.ENSP00000358866	9606.ENSP00000335153	0	0	0	0	0.046	0.064	0	0.220	0.243
FGR	PDIA3	1856028	1848170	9606.ENSP00000363115	9606.ENSP00000300289	0.063	0	0	0	0.054	0.137	0	0.128	0.243
SLC7A7	FCGRT	1846977	1842838	9606.ENSP00000285850	9606.ENSP00000221466	0	0	0	0	0.243	0	0	0	0.243
CLEC7A	CD53	1848422	1846188	9606.ENSP00000302569	9606.ENSP00000271324	0	0	0	0	0.152	0	0	0.144	0.243
PPP1CA	AP2S1	1850792	1845323	9606.ENSP00000326031	9606.ENSP00000263270	0	0	0	0	0.243	0	0	0	0.243
HCK	PDIA3	1856392	1848170	9606.ENSP00000365012	9606.ENSP00000300289	0.063	0	0	0	0.054	0.137	0	0.128	0.243
TYMP	COX6B1	1844096	1843826	9606.ENSP00000252029	9606.ENSP00000246554	0	0	0	0	0	0	0	0.244	0.243
IL2RG	ANXA5	1856061	1847746	9606.ENSP00000363318	9606.ENSP00000296511	0	0	0	0	0	0	0	0.243	0.243
NCF2	GLRX	1854612	1843473	9606.ENSP00000356505	9606.ENSP00000237858	0	0	0	0	0.053	0	0	0.233	0.242
TYROBP	CTSZ	1845185	1842640	9606.ENSP00000262629	9606.ENSP00000217131	0	0	0	0	0.197	0	0	0.094	0.242
HLA-B	APOBEC3G	1860141	1859014	9606.ENSP00000399168	9606.ENSP00000385057	0	0	0	0	0	0	0	0.243	0.242
EEF2	ANXA5	1849021	1847746	9606.ENSP00000307940	9606.ENSP00000296511	0	0	0	0	0	0.091	0	0.200	0.242
DUSP6	RAP1B	1846636	1844015	9606.ENSP00000279488	9606.ENSP00000250559	0	0	0	0	0.043	0.164	0	0.129	0.242
FLNA	YWHAZ	1855120	1849183	9606.ENSP00000358866	9606.ENSP00000309503	0	0	0	0	0.103	0.065	0	0.169	0.242
CSTA	CTSZ	1845556	1842640	9606.ENSP00000264474	9606.ENSP00000217131	0	0	0	0	0.049	0.139	0	0.148	0.242
FERMT3	TYROBP	1846622	1845185	9606.ENSP00000279227	9606.ENSP00000262629	0	0	0	0	0.167	0	0	0.126	0.242
RHOG	DUSP6	1852220	1846636	9606.ENSP00000339467	9606.ENSP00000279488	0	0	0	0	0.043	0.164	0	0.129	0.242
CAP1	YWHAZ	1855757	1849183	9606.ENSP00000361878	9606.ENSP00000309503	0	0	0	0	0.151	0	0	0.143	0.242
IQGAP1	VASP	1846003	1843785	9606.ENSP00000268182	9606.ENSP00000245932	0	0	0	0	0.054	0	0	0.232	0.242
YWHAB	PFN1	1848151	1843040	9606.ENSP00000300161	9606.ENSP00000225655	0	0	0	0	0.167	0	0	0.127	0.242
EIF4B	GAPDH	1845052	1843185	9606.ENSP00000262056	9606.ENSP00000229239	0	0	0	0	0	0.045	0	0.239	0.242
GCA	CTSS	1859832	1854929	9606.ENSP00000394842	9606.ENSP00000357981	0	0	0	0	0.241	0	0	0.042	0.241
CTSS	CMTM6	1854929	1842431	9606.ENSP00000357981	9606.ENSP00000205636	0	0	0	0	0.225	0	0	0.062	0.241
H2AFY	ACTR2	1861595	1856793	9606.ENSP00000423563	9606.ENSP00000367220	0	0	0	0	0.113	0.101	0	0.125	0.241
UBA52	MYO1G	1859324	1844638	9606.ENSP00000388107	9606.ENSP00000258787	0	0	0	0	0	0.170	0	0.124	0.241
CSTB	CSTA	1847296	1845556	9606.ENSP00000291568	9606.ENSP00000264474	0	0	0	0.953	0.223	0	0	0.505	0.241
UBA52	MYO1F	1859324	1852870	9606.ENSP00000388107	9606.ENSP00000344871	0	0	0	0	0	0.170	0	0.124	0.241
CTSS	GRN	1854929	1842222	9606.ENSP00000357981	9606.ENSP00000053867	0	0	0	0	0.103	0	0	0.189	0.241
RBM3	PCBP1	1856553	1848744	9606.ENSP00000365946	9606.ENSP00000305556	0	0	0	0	0.056	0.176	0	0.103	0.241
ALDOA	MYL12B	1851945	1843461	9606.ENSP00000336927	9606.ENSP00000237500	0	0	0	0	0.102	0.061	0	0.173	0.241
TPM3	RHOG	1854817	1852220	9606.ENSP00000357516	9606.ENSP00000339467	0	0	0	0	0.042	0.145	0	0.148	0.241
ZEB2	IQGAP1	1848412	1846003	9606.ENSP00000302501	9606.ENSP00000268182	0	0	0	0	0.217	0	0	0.070	0.241
GNB2L1	TPI1	1861691	1843191	9606.ENSP00000426909	9606.ENSP00000229270	0	0	0	0	0.200	0	0	0.090	0.241
GNB2L1	RAC2	1861691	1843949	9606.ENSP00000426909	9606.ENSP00000249071	0	0	0	0	0.055	0.061	0	0.214	0.241
LCK	VASP	1852042	1843785	9606.ENSP00000337825	9606.ENSP00000245932	0	0	0	0	0	0.116	0	0.175	0.240
TNFSF13B	LCK	1856399	1852042	9606.ENSP00000365048	9606.ENSP00000337825	0	0	0	0	0	0	0	0.241	0.240
MYO1F	CFL1	1852870	1849206	9606.ENSP00000344871	9606.ENSP00000309629	0	0	0	0	0.069	0.121	0	0.146	0.240
SDCBP	ST13	1844759	1842566	9606.ENSP00000260130	9606.ENSP00000216218	0	0	0	0	0	0	0	0.241	0.240
PLAUR	ANXA5	1852201	1847746	9606.ENSP00000339328	9606.ENSP00000296511	0	0	0	0	0.049	0	0	0.234	0.240
CSF3R	ITGB2	1855831	1848511	9606.ENSP00000362195	9606.ENSP00000303242	0	0	0	0	0.132	0	0	0.161	0.240
H2AFY	PGK1	1861595	1855883	9606.ENSP00000423563	9606.ENSP00000362413	0.074	0	0	0	0.057	0	0	0.200	0.240
CTSS	TPM3	1854929	1854817	9606.ENSP00000357981	9606.ENSP00000357516	0	0	0	0	0.047	0.195	0	0.090	0.240
GSTO1	RTN4	1855084	1852043	9606.ENSP00000358727	9606.ENSP00000337838	0	0	0	0	0	0	0	0.241	0.240
TNFRSF1B	CTSB	1856466	1852546	9606.ENSP00000365435	9606.ENSP00000342070	0	0	0	0	0.054	0	0	0.230	0.240
GPX4	PGLS	1853015	1844144	9606.ENSP00000346103	9606.ENSP00000252603	0	0	0	0	0.193	0	0	0.096	0.240
PGK1	PPIB	1855883	1848121	9606.ENSP00000362413	9606.ENSP00000300026	0	0	0	0	0.124	0	0	0.169	0.240
GMFG	BIN2	1864741	1845911	9606.ENSP00000472249	9606.ENSP00000267012	0	0	0	0	0.240	0	0	0	0.239
ITGB2	CLEC7A	1848511	1848422	9606.ENSP00000303242	9606.ENSP00000302569	0	0	0	0	0.122	0	0	0.169	0.239
GMFG	SEC61G	1864741	1852468	9606.ENSP00000472249	9606.ENSP00000341538	0	0	0	0	0.240	0	0	0	0.239
TRAF3IP3	ACAP1	1854498	1842270	9606.ENSP00000355991	9606.ENSP00000158762	0	0	0	0	0.166	0	0	0.126	0.239
FKBP1A	PGK1	1857423	1855883	9606.ENSP00000371138	9606.ENSP00000362413	0	0	0	0	0.073	0.057	0	0.199	0.239
POMP	COX8A	1857291	1850328	9606.ENSP00000370222	9606.ENSP00000321260	0	0	0	0	0.237	0	0	0	0.238
ACTR2	UQCRH	1856793	1849197	9606.ENSP00000367220	9606.ENSP00000309565	0	0	0	0	0.239	0	0	0	0.238
RHOG	VASP	1852220	1843785	9606.ENSP00000339467	9606.ENSP00000245932	0	0	0	0	0.103	0	0	0.185	0.238
TYROBP	CORO1A	1845185	1842723	9606.ENSP00000262629	9606.ENSP00000219150	0	0	0	0	0.227	0	0	0.054	0.238
LGALS3	MYL12B	1844285	1843461	9606.ENSP00000254301	9606.ENSP00000237500	0	0	0	0	0.073	0.190	0	0.066	0.238
ANXA6	ENO1	1853064	1843405	9606.ENSP00000346550	9606.ENSP00000234590	0	0	0	0	0.140	0.054	0	0.138	0.238
CTSB	ENO1	1852546	1843405	9606.ENSP00000342070	9606.ENSP00000234590	0	0	0	0	0.056	0	0	0.226	0.238
LYST	MCL1	1857858	1854935	9606.ENSP00000374443	9606.ENSP00000358022	0	0	0	0	0	0	0	0.239	0.238
ITGB2	CLEC4A	1848511	1843201	9606.ENSP00000303242	9606.ENSP00000229332	0	0	0	0	0.237	0	0	0.042	0.238
VAMP8	TYROBP	1845428	1845185	9606.ENSP00000263864	9606.ENSP00000262629	0	0	0	0	0.233	0	0	0.047	0.238
PSMB9	SH2D1A	1856192	1855413	9606.ENSP00000363993	9606.ENSP00000360181	0	0	0	0	0	0	0	0.239	0.238
CTSS	IQGAP1	1854929	1846003	9606.ENSP00000357981	9606.ENSP00000268182	0	0	0	0	0.211	0	0	0.074	0.238
TNFRSF1B	MYO1F	1856466	1852870	9606.ENSP00000365435	9606.ENSP00000344871	0	0	0	0	0.238	0	0	0	0.238
UQCR11	LAMTOR4	1863953	1852660	9606.ENSP00000466420	9606.ENSP00000343118	0	0	0	0	0.238	0	0	0	0.237
PLAUR	ENO1	1852201	1843405	9606.ENSP00000339328	9606.ENSP00000234590	0	0	0	0	0	0	0	0.237	0.237
EIF5A	HSP90B1	1851909	1848102	9606.ENSP00000336702	9606.ENSP00000299767	0	0	0	0	0.120	0	0	0.168	0.237
ANXA5	GLRX	1847746	1843473	9606.ENSP00000296511	9606.ENSP00000237858	0	0	0	0	0.050	0	0	0.230	0.237
DBI	PGAM1	1862158	1855378	9606.ENSP00000440698	9606.ENSP00000359991	0	0	0	0	0.114	0.071	0	0.148	0.237
RAP1B	CMTM6	1844015	1842431	9606.ENSP00000250559	9606.ENSP00000205636	0	0	0	0	0.216	0	0	0.067	0.237
SRSF5	FYN	1858188	1853081	9606.ENSP00000377892	9606.ENSP00000346671	0	0	0	0	0.079	0.170	0	0.081	0.237
GNAI2	CAPZB	1849590	1845501	9606.ENSP00000312999	9606.ENSP00000264202	0	0	0	0	0.169	0	0	0.118	0.237
MYL12B	TPI1	1843461	1843191	9606.ENSP00000237500	9606.ENSP00000229270	0	0	0	0	0.061	0	0	0.220	0.237
UBC	GLRX	1852861	1843473	9606.ENSP00000344818	9606.ENSP00000237858	0	0	0	0	0.096	0	0	0.191	0.237
CAP1	RAC1	1855757	1853302	9606.ENSP00000361878	9606.ENSP00000348461	0	0	0	0	0.138	0.067	0	0.127	0.237
LCK	TLN1	1852042	1849837	9606.ENSP00000337825	9606.ENSP00000316029	0	0	0	0	0	0	0	0.236	0.236
RAC1	VAMP2	1853302	1849692	9606.ENSP00000348461	9606.ENSP00000314214	0	0	0	0	0.053	0.170	0	0.107	0.236
RHOG	YWHAB	1852220	1848151	9606.ENSP00000339467	9606.ENSP00000300161	0	0	0	0	0.053	0.184	0	0.091	0.236
SEPT7	UQCRH	1858681	1849197	9606.ENSP00000381992	9606.ENSP00000309565	0	0	0	0	0.235	0	0	0.042	0.236
FGR	VASP	1856028	1843785	9606.ENSP00000363115	9606.ENSP00000245932	0	0	0	0	0.107	0.116	0	0.111	0.236
PGK1	YWHAB	1855883	1848151	9606.ENSP00000362413	9606.ENSP00000300161	0	0	0	0	0.094	0.095	0	0.144	0.236
TNFRSF1B	HLA-C	1856466	1856460	9606.ENSP00000365435	9606.ENSP00000365402	0	0	0	0	0	0	0	0.236	0.236
UBA52	YWHAZ	1859324	1849183	9606.ENSP00000388107	9606.ENSP00000309503	0	0	0	0	0.089	0.096	0	0.147	0.236
RHOG	YWHAQ	1852220	1843478	9606.ENSP00000339467	9606.ENSP00000238081	0	0	0	0	0.053	0.184	0	0.091	0.236
HCK	MSN	1856392	1853976	9606.ENSP00000365012	9606.ENSP00000353408	0	0	0	0	0.049	0.096	0	0.183	0.236
RHOG	YWHAH	1852220	1843937	9606.ENSP00000339467	9606.ENSP00000248975	0	0	0	0	0.053	0.184	0	0.091	0.236
EIF3H	UBC	1861812	1852861	9606.ENSP00000429931	9606.ENSP00000344818	0	0	0	0	0.074	0.192	0	0.059	0.236
PLAUR	VMP1	1852201	1845106	9606.ENSP00000339328	9606.ENSP00000262291	0	0	0	0	0	0	0	0.236	0.236
CTSC	CTSH	1843108	1842779	9606.ENSP00000227266	9606.ENSP00000220166	0	0	0.400	0.780	0.090	0	0	0.411	0.235
EIF5A	EIF3E	1851909	1842805	9606.ENSP00000336702	9606.ENSP00000220849	0	0	0	0	0.164	0	0	0.123	0.235
TNFRSF1B	HCK	1856466	1856392	9606.ENSP00000365435	9606.ENSP00000365012	0	0	0	0	0.173	0	0	0.114	0.235
LEPROTL1	ARL6IP5	1861736	1846307	9606.ENSP00000428281	9606.ENSP00000273258	0	0	0	0	0.235	0	0	0	0.235
CYBB	MPEG1	1856898	1854104	9606.ENSP00000367851	9606.ENSP00000354335	0	0	0	0	0.207	0	0	0.074	0.235
CTSD	CORO1A	1843439	1842723	9606.ENSP00000236671	9606.ENSP00000219150	0	0	0	0	0.124	0	0	0.162	0.235
PSME1	ENO1	1857560	1843405	9606.ENSP00000372155	9606.ENSP00000234590	0	0	0	0	0.147	0	0	0.140	0.235
PTP4A2	IQGAP1	1852872	1846003	9606.ENSP00000344909	9606.ENSP00000268182	0	0	0	0	0.171	0	0	0.114	0.235
LDHA	CTSS	1862289	1854929	9606.ENSP00000445175	9606.ENSP00000357981	0	0	0	0	0.050	0	0	0.228	0.235
SEC61G	EIF5A	1852468	1851909	9606.ENSP00000341538	9606.ENSP00000336702	0	0	0	0	0.235	0	0	0	0.235
CASP1	LRRFIP1	1860827	1857969	9606.ENSP00000410076	9606.ENSP00000375857	0	0	0	0	0.135	0	0	0.152	0.235
FKBP1A	ANXA5	1857423	1847746	9606.ENSP00000371138	9606.ENSP00000296511	0	0	0	0	0.053	0.066	0	0.204	0.235
NPM1	SAMHD1	1847808	1845231	9606.ENSP00000296930	9606.ENSP00000262878	0	0	0	0	0	0	0	0.235	0.235
YWHAZ	IQGAP1	1849183	1846003	9606.ENSP00000309503	9606.ENSP00000268182	0	0	0	0	0.073	0.140	0	0.116	0.234
GNB2L1	COX4I1	1861691	1844229	9606.ENSP00000426909	9606.ENSP00000253452	0	0	0	0	0.180	0	0	0.104	0.234
COX5B	EIF3K	1844605	1843908	9606.ENSP00000258424	9606.ENSP00000248342	0	0	0	0	0.179	0	0	0.105	0.234
RHOA	CTSS	1860210	1854929	9606.ENSP00000400175	9606.ENSP00000357981	0	0	0	0	0.054	0.054	0	0.213	0.234
FGR	HSP90B1	1856028	1848102	9606.ENSP00000363115	9606.ENSP00000299767	0	0	0	0	0	0.186	0	0.098	0.234
